nome_produto;preco_atual;descricao;cor;tamanhos_disponiveis;objetivo;url_site;url_imagem;loja;categoria;genero_destinado
New Balance Tênis New Balance 860V2 Unissex;649.99;O New Balance 860V2 Unissex em verde é a escolha certa para os amantes de estilo e conforto. Feito para quem não abre mão de um visual descolado, esse sneaker combina malha respirável com sobreposições em material sintético para um ajuste perfeito e suporte durante todo o dia. A entressola com tecnologia ABZORB oferece amortecimento superior, enquanto a sola de borracha proporciona tração em diversas superfícies. Com um design moderno e urbano, esse tênis é perfeito para quem quer se destacar com autenticidade.;Verde;Não informado;Urbano / Estilo;https://www.artwalk.com.br/tenis-new-balance-860v2-unissex-24162-5-300/p;https://artwalk.vtexassets.com/arquivos/ids/533284-300-375?v=638550076408030000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
New Balance Tênis New Balance 860V2 Unissex;649.99;Tênis New Balance 860V2 Unissex em rosa é pura atitude! Feito para os apaixonados por estilo e conforto, esse sneaker é um verdadeiro statement de moda. O cabedal combina malha respirável com sobreposições em material sintético, proporcionando suporte e respirabilidade. A entressola equipada com tecnologia ABZORB oferece amortecimento responsivo e conforto durante todo o dia. Com uma sola de borracha durável e um design arrojado, esse tênis é perfeito para quem quer se destacar nas ruas.;Rosa;Não informado;Estilo / Moda;https://www.artwalk.com.br/tenis-new-balance-860v2-unissex-24161-3-600/p;https://artwalk.vtexassets.com/arquivos/ids/534930-300-375?v=638551761321870000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
New Balance Tênis New Balance 860V2 Unissex;719.99;Tênis New Balance 860V2 Unissex em preto é a vibe do momento! Feito para quem quer dominar as ruas com estilo e conforto. O cabedal é uma mistura de malha respirável com sobreposições em material sintético, garantindo durabilidade sem pesar nos pés. A entressola conta com a tecnologia ABZORB para absorção de impacto e retorno de energia a cada passo. A sola de borracha proporciona aderência em diversas superfícies, enquanto o design moderno e minimalista adiciona um toque de sofisticação ao visual. Ideal para quem busca um calçado versátil, que vai do treino à rotina urbana sem perder o estilo.;Preto;Não informado;Treino / Estilo;https://www.artwalk.com.br/tenis-new-balance-860v2-unissex-24158-6-001/p;https://artwalk.vtexassets.com/arquivos/ids/533278-300-375?v=638550076387670000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Vans Tênis Vans Knu Skool Mid Unissex;499.99;Quem disse que branco é básico? O Tênis Vans Knu Skool Mid prova o contrário. É tão confortável que você não vai querer tirar dos pés. E o design clássico com um toque moderno faz desse tênis a escolha perfeita para qualquer ocasião.;Branco;Não informado;Não informado;https://www.artwalk.com.br/tenis-vans-knu-skool-mid-unissex-cq9wh-t-100/p;https://artwalk.vtexassets.com/arquivos/ids/530862-300-375?v=638544035804370000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Vans Tênis Vans Knu Skool Unissex;479.99;Quem disse que bege precisa ser sem graça? O Tênis Vans Knu Skool prova o contrário, é tão confortável que você nem vai acreditar. O visual descolado e o material de alta qualidade garantem que você esteja sempre um passo à frente no jogo do estilo.;Bege;Não informado;Estilo;https://www.artwalk.com.br/tenis-vans-knu-skool-unissex-9qc5q-j-200/p;https://artwalk.vtexassets.com/arquivos/ids/530850-300-375?v=638544035762670000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Nike Tênis Nike Team Hustle D 11 Infantil;499.99;Tênis Nike Team Hustle D 11 Infantil Branco Características O Tênis Nike Team Hustle D 11 Infantil na cor Branco é um calçado que combina estilo e funcionalidade. Seu material de alta qualidade proporciona conforto excepcional, durabilidade e um visual moderno. O cabedal em (-) proporciona respirabilidade, mantendo os pés frescos durante o uso. A entressola em EVA oferece amortecimento responsivo a cada passo, garantindo conforto ao longo do dia. Além disso, a cor Branco é versátil e combina facilmente com diferentes looks, desde os mais esportivos até os casuais. Versatilidade O Tênis Nike Team Hustle D 11 Infantil Branco é perfeito para ser usado em diversas ocasiões. Seu design versátil e moderno permite que seja utilizado tanto em momentos de lazer quanto para praticar esportes. Com a tendência do estiloem alta, esse tênis se destaca pela sua capacidade de combinar conforto e estilo, proporcionando um visual despojado e autêntico. Seja para um passeio no parque, uma ida à escola ou para acompanhar as atividades esportivas, este calçado é a escolha perfeita para os pequenos que buscam qualidade e versatilidade.;Branco;Não informado;Passeio / Estilo;https://www.artwalk.com.br/tenis-nike-team-hustle-d-11-infantil-dv899-6-105/p;https://artwalk.vtexassets.com/arquivos/ids/571835-300-375?v=638772082444730000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
ASICS Tênis Asics Gel Kayano x 8on8 Masculino;1299.99;O Gel Kayano ™ 14 Earthenware Pack é inspirado nos vários tons terrosos encontrados na natureza e suas influências nas paletas de cores de peças icônicas para atividades ao ar livre.Seu design tradicional foi retrabalhado com subcamadas rip-stop e cores tonais para uma aparência modernaEspelhando as ferramentas originais da entressola com amortecimento com tecnologia GEL™, amortecimento avançado em cenários do dia a dia.;Não informado;Não informado;Dia a Dia;https://www.artwalk.com.br/tenis-asics-gel-kayano-x-8on8-masculino-01b02-4-400/p;https://artwalk.vtexassets.com/arquivos/ids/534970-300-375?v=638554502413570000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Vans Tênis Vans Ua Sk8-Hi T Stackform Unissex;429.99;O Tênis Vans Ua Sk8-Hi T Stackform é uma explosão de cores e estilo. Multicolorido, com um material têxtil de alta qualidade, é a escolha perfeita para quem quer se destacar na multidão. Confortável e estiloso, é impossível passar despercebido com esse tênis nos pés.;Não informado;Não informado;Estilo;https://www.artwalk.com.br/tenis-vans-ua-sk8-hi-t-stackform-unissex-cn5bm-i-900/p;https://artwalk.vtexassets.com/arquivos/ids/530813-300-375?v=638544035636000000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Mizuno Tênis Mizuno Contender Shinzo Unissex;699.99;O Tênis Mizuno Contender Shinzo Unissex redefine o conceito de elegância urbana em um tom de cinza distinto. Com materiais premium como Denning, Canvas Mesh, este tênis é mais do que uma declaração de moda - é um compromisso com a qualidade e o estilo. Seja nos momentos de lazer ou na correria do dia a dia, este tênis é a escolha perfeita para quem exige o melhor em todos os aspectos.;Cinza;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-mizuno-contender-shinzo-unissex-22120-0-002/p;https://artwalk.vtexassets.com/arquivos/ids/530666-300-375?v=638543954520870000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Superstar Teenage Mutant Ninja Turtles Master Splinter Masculino;599.99;Bro, você precisa dar uma olhada neste tênis adidas Superstar Teenage Mutant Ninja Turtles Master Splinter em cinza! Feito com uma combinação épica de couro, material têxtil e borracha, este tênis é como uma obra de arte nos seus pés. O cinza traz uma vibe de mistério e estilo, perfeito para os fãs das Tartarugas Ninja. Seja nos rolês pela cidade ou nas aventuras do dia a dia, este tênis é a escolha certa para quem busca conforto e autenticidade. Está pronto para adicionar um toque ninja ao seu visual?;Cinza;Não informado;Dia a Dia / Estilo;https://www.artwalk.com.br/tenis-adidas-superstar-teenage-mutant-ninja-turtles-master-splinter-masculino-ih476-7-001/p;https://artwalk.vtexassets.com/arquivos/ids/528087-300-375?v=638735775009100000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
adidas Tênis adidas Gazelle Indoor Masculino;499.99;Tênis Adidas Gazelle Indoor Masculino Características Se você procura um tênis estiloso e confortável para o dia a dia, o modelo Adidas Gazelle Indoor é a escolha perfeita! Confeccionado em material resistente, ele garante durabilidade e qualidade para acompanhar seu ritmo. Com seu design clássico e atemporal, o Gazelle Indoor possui detalhes que fazem toda a diferença, como as icônicas três listras da Adidas nas laterais e o logo da marca na língua. Além disso, a palmilha macia proporciona um ajuste perfeito aos seus pés, garantindo conforto em cada passo. Versatilidade Este tênis é versátil e combina com diversos looks, desde os mais casuais até os mais despojados. Seja para um passeio no parque, um dia de trabalho ou até mesmo um happy hour com os amigos, o Adidas Gazelle Indoor é a escolha certa para te acompanhar com estilo e praticidade. Disponível na cor clássica e neutra, este tênis é fácil de combinar com diferentes peças do seu guarda-roupa, tornando-se um item essencial para quem busca praticidade e versatilidade no dia a dia.;Não informado;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-adidas-gazelle-indoor-masculino-ji206-3-600/p;https://artwalk.vtexassets.com/arquivos/ids/555442-300-375?v=638629590412600000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
adidas Tênis adidas Gazelle Indoor Masculino;499.99;Tênis Adidas Gazelle Indoor Masculino Características O Tênis Adidas Gazelle Indoor Masculino é a escolha perfeita para quem busca estilo e conforto em um só produto. Confeccionado em material de alta qualidade, este tênis garante durabilidade e resistência para acompanhar o seu dia a dia com muita praticidade. Versatilidade Com um design clássico e atemporal, o Adidas Gazelle Indoor é versátil e combina com diversos looks, desde os mais casuais até os mais despojados. Seja para um passeio no parque ou para um encontro com os amigos, este tênis é a opção ideal para quem não abre mão de conforto e estilo.;Não informado;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-adidas-gazelle-indoor-masculino-ji032-3-300/p;https://artwalk.vtexassets.com/arquivos/ids/563254-300-375?v=638663405216100000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
adidas Tênis adidas Forum 84 Low Unissex;599.99;Tênis adidas Forum 84 Low Unissex Branco Características O Tênis adidas Forum 84 Low Unissex na cor Branco é um verdadeiro ícone de estilo e conforto. Seu material de alta qualidade proporciona durabilidade e resistência, garantindo que você possa usá-lo por muito tempo sem perder a elegância. Além disso, a escolha do Branco como cor traz um toque de sofisticação e versatilidade ao calçado, permitindo que ele seja facilmente combinado com diferentes looks e estilos. O design clássico e atemporal do modelo Forum 84 Low da adidas confere um ar de modernidade e autenticidade a quem o utiliza. Versatilidade Com o Tênis adidas Forum 84 Low Unissex Branco, você terá em mãos um calçado versátil que se adapta a diversas ocasiões. Seja para um passeio casual, uma corrida leve ou até mesmo para um compromisso mais descontraído, este tênis é a escolha perfeita. Sua versatilidade no estilo permite que você combine conforto e elegância em um único calçado, tornando-o ideal para o dia a dia agitado ou para momentos de lazer. Invista no Tênis adidas Forum 84 Low Unissex Branco e tenha um calçado que une estilo, conforto e versatilidade em um só produto.;Branco;Não informado;Corrida / Casual;https://www.artwalk.com.br/tenis-adidas-forum-84-low-unissex-ji465-8-100/p;https://artwalk.vtexassets.com/arquivos/ids/568292-300-375?v=638671015920270000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Gazelle Indoor Masculino;499.99;Tênis adidas Gazelle Indoor Masculino Branco Características O Tênis adidas Gazelle Indoor Masculino na cor Branco é feito com materiais de alta qualidade, proporcionando conforto e durabilidade excepcionais. Seu design elegante e atemporal, aliado ao material resistente, garante um estilo único e estiloso. O branco é uma cor versátil que combina facilmente com diferentes looks, permitindo que você crie composições tanto casuais quanto mais sofisticadas. Versatilidade Este tênis é perfeito para quem busca versatilidade no seu estilo. Com um visual esportivo e moderno, o adidas Gazelle Indoor Masculino Branco pode ser usado em diversas ocasiões, desde um passeio no parque até um dia de trabalho mais descontraído. Sua versatilidade no estilo permite que você esteja confortável e estiloso em qualquer momento do dia.;Branco;Não informado;Esportivo / Passeio;https://www.artwalk.com.br/tenis-adidas-gazelle-indoor-masculino-ji200-4-100/p;https://artwalk.vtexassets.com/arquivos/ids/551349-300-375?v=638621095630230000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
adidas Tênis adidas Gazelle Indoor Masculino;499.99;adidas Gazelle Indoor O adidas Gazelle Indoor é o sneaker que traz o melhor do estilo retrô com um toque moderno! Feito em suede macio, ele oferece aquele conforto que você adora, perfeito para o dia a dia. As clássicas três listras laterais e o logo em dourado adicionam um charme todo especial. Com uma sola de borracha que garante ótima aderência, é ideal tanto para um jogo casual quanto para um passeio pela cidade. Pronto para elevar o seu visual? Com o Gazelle Indoor, você arrasa em qualquer ocasião!;Dourado;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-adidas-gazelle-indoor-masculino-if964-5-600/p;https://artwalk.vtexassets.com/arquivos/ids/568620-300-375?v=638676237265400000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
